,target1,target2
21629,10074,7596
21630,8466,7597
21631,10057,7597
21632,9647,7597
21633,9415,7597
21634,9870,7597
21635,9550,7597
21636,9207,7597
21637,10222,7597
21638,9072,7597
21639,9704,7598
21640,8651,7598
21641,8784,7598
21642,10060,7598
21643,9125,7599
21644,9870,7600
21645,8395,7601
21646,9326,7602
21647,10231,7603
21648,9635,7604
21649,9258,7604
21650,10700,7605
21651,9492,7605
21652,9828,7605
21653,10288,7606
21654,9870,7607
21655,10604,7607
21656,10524,7607
21657,9865,7608
21658,8877,7608
21659,8831,7608
21660,11011,7609
21661,8389,7609
21662,9550,7609
21663,10552,7609
21664,10222,7610
21665,9155,7611
21666,10524,7611
21667,10095,7612
21668,10081,7613
21669,9220,7613
21670,9355,7613
21671,10245,7613
21672,10420,7614
21673,9046,7615
21674,10643,7616
21675,10643,7616
21676,8395,7617
21677,9121,7617
21678,8436,7618
21679,10703,7618
21680,8404,7618
21681,10912,7618
21682,8687,7618
21683,10235,7618
21684,10599,7618
21685,10920,7618
21686,10082,7618
21687,8389,7618
21688,9360,7618
21689,9121,7618
21690,10082,7618
21691,9379,7619
21692,10240,7620
21693,9138,7621
21694,10128,7621
21695,8883,7622
21696,8598,7623
21697,8391,7623
21698,10074,7623
21699,10599,7624
21700,10524,7624
21701,10128,7625
21702,10049,7625
21703,9354,7626
21704,10863,7626
21705,10328,7626
21706,10022,7626
21707,8556,7627
21708,8834,7627
21709,9804,7627
21710,9048,7627
21711,8835,7627
21712,8784,7628
21713,8497,7629
21714,9423,7630
21715,8675,7631
21716,9388,7631
21717,8835,7631
21718,9890,7632
21719,9121,7632
21720,8438,7633
21721,8784,7633
21722,8418,7634
21723,8733,7635
21724,9276,7636
21725,10128,7637
21726,9382,7638
21727,9293,7639
21728,9862,7639
21729,8391,7639
21730,9003,7639
21731,11014,7639
21732,8578,7639
21733,9935,7639
21734,10052,7639
21735,10209,7639
21736,8874,7640
21737,10997,7640
21738,9048,7641
21739,8373,7642
21740,9637,7642
21741,8519,7642
21742,9784,7642
21743,10204,7643
21744,9899,7643
21745,9083,7644
21746,10179,7644
21747,10824,7644
21748,8450,7644
21749,9044,7644
21750,9700,7644
21751,8952,7644
21752,9455,7644
21753,9644,7644
21754,8653,7645
21755,9720,7645
21756,9784,7645
21757,10095,7646
21758,9784,7646
21759,10859,7646
21760,10017,7646
21761,9707,7647
21762,9494,7647
21763,9460,7648
21764,8976,7649
21765,9784,7650
21766,10859,7650
21767,9277,7651
21768,8725,7651
21769,9276,7651
21770,8418,7651
21771,9112,7652
21772,10997,7652
21773,9986,7652
21774,10139,7652
21775,9864,7653
21776,8943,7654
21777,9326,7654
21778,8418,7655
21779,10657,7656
21780,9047,7657
21781,10123,7658
21782,9603,7658
21783,9048,7659
21784,9767,7660
21785,8768,7661
21786,9920,7662
21787,10388,7662
21788,8381,7662
21789,9124,7662
21790,10045,7663
21791,9704,7663
21792,9704,7663
21793,8831,7663
21794,8793,7663
21795,9819,7664
21796,10524,7665
21797,9178,7666
21798,9515,7666
21799,8438,7666
21800,10124,7666
21801,9704,7667
21802,8725,7667
21803,8793,7667
21804,8781,7668
21805,9415,7669
21806,9155,7669
21807,9207,7669
21808,10859,7669
21809,8784,7669
21810,9695,7669
21811,10524,7669
21812,9072,7669
21813,10373,7670
21814,9047,7670
21815,8729,7670
21816,9935,7670
21817,9326,7670
21818,9233,7671
21819,9981,7671
21820,8579,7672
21821,9939,7672
21822,9129,7672
21823,10183,7672
21824,8652,7672
21825,9606,7672
21826,10646,7672
21827,8978,7672
21828,8901,7672
21829,9026,7672
21830,9982,7672
21831,8389,7672
21832,8774,7672
21833,10330,7672
21834,10904,7672
21835,10604,7672
21836,9121,7672
21837,10330,7672
21838,10049,7672
21839,9158,7673
21840,10005,7673
21841,10685,7673
21842,11013,7673
21843,9124,7673
21844,9388,7674
21845,8835,7674
21846,8835,7674
21847,8835,7674
21848,8835,7674
21849,8835,7674
21850,8835,7674
21851,8835,7674
21852,8835,7674
21853,8905,7675
21854,8995,7676
21855,10128,7677
21856,8784,7677
21857,8675,7678
21858,9449,7679
21859,8654,7680
21860,9644,7681
21861,9844,7682
21862,10211,7683
21863,9865,7683
21864,8831,7684
21865,9629,7685
21866,8793,7685
21867,8793,7686
21868,10119,7687
21869,10119,7688
21870,8991,7689
21871,8793,7689
21872,10124,7690
21873,10442,7690
21874,9423,7690
21875,9695,7690
21876,8381,7691
21877,8482,7691
21878,9506,7691
21879,9124,7691
21880,10766,7692
21881,10904,7693
21882,9864,7694
21883,9864,7695
21884,9864,7696
21885,10162,7697
21886,10490,7697
21887,9506,7697
21888,8529,7697
21889,8797,7697
21890,4929,7697
21891,8654,7697
21892,8793,7698
21893,11016,7699
21894,9047,7699
21895,9124,7699
21896,8950,7700
21897,10128,7700
21898,10022,7701
21899,8381,7702
21900,8883,7702
21901,9276,7702
21902,10074,7702
21903,9124,7702
21904,9457,7703
21905,10082,7703
21906,10124,7703
21907,10060,7703
21908,10859,7703
21909,8835,7703
21910,9072,7703
21911,8627,7704
21912,9438,7704
21913,9833,7705
21914,8781,7705
21915,8741,7706
21916,9737,7707
21917,10442,7708
21918,9465,7709
21919,8693,7710
21920,8859,7710
21921,8498,7710
21922,9113,7711
21923,9644,7712
21924,8863,7713
21925,8471,7714
21926,8834,7715
21927,9804,7715
21928,9048,7715
21929,8835,7715
21930,8835,7716
21931,8673,7717
21932,8578,7718
21933,9784,7718
21934,9496,7719
21935,10128,7719
21936,10552,7719
21937,9728,7720
21938,10599,7720
21939,10124,7720
21940,10106,7721
21941,10605,7722
21942,9754,7722
21943,9838,7722
21944,9138,7722
21945,10442,7722
21946,8722,7723
21947,9720,7723
21948,9275,7724
21949,9637,7725
21950,10890,7725
21951,10635,7726
21952,10524,7726
21953,10414,7727
21954,10049,7728
21955,8519,7729
21956,8675,7729
21957,8835,7729
21958,8687,7730
21959,10912,7730
21960,8859,7730
21961,8932,7731
21962,9556,7731
21963,9864,7732
21964,10330,7733
21965,9048,7734
21966,8835,7734
21967,10703,7735
21968,9543,7736
21969,9233,7736
21970,10441,7737
21971,10010,7737
21972,10139,7737
21973,8781,7738
21974,9482,7739
21975,10875,7740
21976,9359,7740
21977,11025,7740
21978,9035,7741
21979,10139,7742
21980,9688,7743
21981,9053,7744
21982,9739,7745
21983,10029,7746
21984,8995,7747
21985,10102,7748
21986,4929,7749
21987,8654,7749
21988,10997,7750
21989,9739,7751
21990,8890,7752
21991,8836,7753
21992,9717,7754
21993,8471,7755
21994,10561,7756
21995,8973,7756
21996,9833,7757
21997,9838,7758
21998,9720,7759
21999,9392,7760
22000,8916,7761
22001,10240,7762
22002,9360,7763
22003,9754,7764
22004,9429,7764
22005,10585,7764
22006,10898,7764
22007,9394,7764
22008,8723,7764
22009,8773,7764
22010,9530,7764
22011,9166,7764
22012,8439,7764
22013,9556,7764
22014,10890,7764
22015,9814,7764
22016,10124,7764
22017,8519,7764
22018,10524,7764
22019,9072,7764
22020,10606,7765
22021,11025,7765
22022,10210,7765
22023,8901,7766
22024,10330,7766
22025,9665,7767
22026,9052,7767
22027,9326,7768
22028,8725,7769
22029,9360,7770
22030,10087,7771
22031,9783,7772
22032,8781,7772
22033,9026,7773
22034,11027,7773
22035,9900,7774
22036,10531,7775
22037,9331,7775
22038,8989,7776
22039,9583,7776
22040,9016,7776
22041,9853,7776
22042,9551,7776
22043,9853,7776
22044,9310,7777
22045,9919,7778
22046,8747,7778
22047,9971,7778
22048,10397,7778
22049,8973,7779
22050,10029,7779
22051,8781,7779
22052,8556,7779
22053,10552,7780
22054,8938,7781
22055,10898,7781
22056,9982,7781
22057,8497,7781
22058,8487,7782
22059,10643,7782
22060,9155,7782
22061,9494,7782
22062,10060,7782
22063,8418,7783
22064,10561,7784
22065,9695,7784
22066,9988,7785
22067,10014,7785
22068,10684,7785
22069,10614,7785
22070,9414,7785
22071,10626,7785
22072,8988,7785
22073,9860,7785
22074,9164,7785
22075,8831,7785
22076,9382,7785
22077,9554,7785
22078,8418,7786
22079,9072,7787
22080,10908,7788
22081,8438,7789
22082,8536,7790
22083,10243,7790
22084,9637,7790
22085,9870,7790
22086,9348,7790
22087,9233,7790
22088,8560,7791
22089,8995,7792
22090,8973,7793
22091,10060,7793
22092,9003,7794
22093,8373,7795
22094,9538,7795
22095,8988,7795
22096,9072,7795
22097,8373,7796
22098,10082,7797
22099,9631,7798
22100,10552,7798
22101,10049,7798
22102,9902,7799
22103,10703,7799
22104,10100,7799
22105,10090,7799
22106,8389,7799
22107,10139,7799
22108,9550,7799
22109,9072,7799
22110,9695,7799
22111,8556,7800
22112,8654,7800
22113,9973,7801
22114,10859,7801
22115,10214,7802
22116,8519,7803
22117,9166,7804
22118,9387,7805
22119,10456,7806
22120,8772,7806
22121,9823,7806
22122,9506,7806
22123,10928,7807
22124,9121,7807
22125,10552,7807
22126,9121,7807
22127,8859,7808
22128,9784,7809
22129,10585,7810
22130,10912,7810
22131,9360,7810
22132,9360,7810
22133,9360,7810
22134,9360,7810
22135,9360,7810
22136,9360,7810
22137,9360,7810
22138,9360,7810
22139,9121,7810
22140,9121,7810
22141,10997,7811
22142,10160,7811
22143,11027,7811
22144,8784,7812
22145,8418,7812
22146,8744,7813
22147,9418,7813
22148,10803,7813
22149,10509,7813
22150,9347,7813
22151,10511,7813
22152,10099,7813
22153,10614,7813
22154,10626,7813
22155,9569,7813
22156,8973,7813
22157,9930,7813
22158,9971,7813
22159,9549,7813
22160,10823,7813
22161,8781,7813
22162,8784,7813
22163,9097,7814
22164,9097,7814
22165,9116,7815
22166,8529,7815
22167,9030,7815
22168,10803,7816
22169,8784,7816
22170,9405,7817
22171,10057,7818
22172,9457,7819
22173,8673,7819
22174,10552,7819
22175,9360,7820
22176,10222,7820
22177,10904,7821
22178,9863,7822
22179,9615,7822
22180,9423,7822
22181,8418,7822
22182,9695,7822
22183,8555,7823
22184,9215,7823
22185,10898,7823
22186,10997,7823
22187,10124,7823
22188,10022,7823
22189,8793,7824
22190,8675,7825
22191,8420,7826
22192,10643,7826
22193,9603,7826
22194,10128,7826
22195,8519,7827
22196,9294,7828
22197,8774,7828
22198,10330,7828
22199,8819,7828
22200,9550,7828
22201,9626,7828
22202,9804,7828
22203,9048,7828
22204,8589,7829
22205,9890,7829
22206,8578,7830
22207,10222,7830
22208,10552,7830
22209,10022,7831
22210,9776,7832
22211,10496,7832
22212,10128,7833
22213,8675,7833
22214,8835,7833
22215,9804,7833
22216,9048,7833
22217,8418,7833
22218,9631,7834
22219,10552,7834
22220,9383,7835
22221,10876,7835
22222,9121,7835
22223,9768,7836
22224,9041,7836
22225,10049,7837
22226,10397,7837
22227,10049,7838
22228,10397,7838
22229,9556,7839
22230,10890,7839
22231,8781,7839
22232,8875,7840
22233,10148,7841
22234,10388,7841
22235,11027,7841
22236,10049,7841
22237,9144,7842
22238,9969,7842
22239,8858,7842
22240,10904,7842
22241,8389,7842
22242,9048,7842
22243,10245,7843
22244,8387,7844
22245,8461,7844
22246,8701,7844
22247,8825,7844
22248,10772,7844
22249,8386,7844
22250,9126,7844
22251,10884,7844
22252,8684,7844
22253,8969,7844
22254,9241,7844
22255,9721,7844
22256,8700,7844
22257,8818,7844
22258,8905,7844
22259,8946,7844
22260,9969,7844
22261,8807,7844
22262,8887,7844
22263,9581,7844
22264,9264,7844
22265,8946,7844
22266,9954,7844
22267,8756,7844
22268,8489,7844
22269,8543,7844
22270,8870,7844
22271,10235,7844
22272,8723,7844
22273,8834,7844
22274,9890,7844
22275,10095,7844
22276,10074,7845
22277,9695,7846
22278,9695,7847
22279,8875,7848
22280,8781,7848
22281,8538,7849
22282,8995,7849
22283,8556,7849
22284,9276,7849
22285,8835,7849
22286,9739,7850
22287,10240,7850
22288,8511,7851
22289,8511,7852
22290,9695,7852
22291,11016,7853
22292,9276,7853
22293,10420,7853
22294,10074,7853
22295,9626,7854
22296,9164,7854
22297,9549,7854
22298,9121,7855
22299,9121,7855
22300,10049,7855
22301,9823,7856
22302,10209,7856
22303,9828,7856
22304,8448,7857
22305,8590,7858
22306,9695,7859
22307,8854,7860
22308,9457,7860
22309,9860,7860
22310,10397,7861
22311,8853,7862
22312,8777,7862
22313,10552,7862
22314,10684,7863
22315,10240,7863
22316,9704,7863
22317,8736,7863
22318,9554,7863
22319,8793,7863
22320,8952,7864
22321,8668,7865
22322,8849,7865
22323,9457,7865
22324,8673,7865
22325,10951,7866
22326,11011,7866
22327,11016,7866
22328,9728,7866
22329,10106,7866
22330,9554,7866
22331,10087,7867
22332,8511,7868
22333,9494,7869
22334,8700,7870
22335,9360,7870
22336,10552,7870
22337,10039,7871
22338,10703,7871
22339,10082,7871
22340,9121,7871
22341,9121,7871
22342,9773,7872
22343,9233,7872
22344,9919,7873
22345,9361,7873
22346,10330,7874
22347,10049,7875
22348,9817,7875
22349,9817,7876
22350,9720,7877
22351,10912,7877
22352,9360,7877
22353,9596,7878
22354,9925,7878
22355,9449,7878
22356,10243,7878
22357,8673,7878
22358,9043,7878
22359,9554,7878
22360,8784,7878
22361,8418,7878
22362,8839,7879
22363,9739,7879
22364,8675,7879
22365,8869,7879
22366,9388,7879
22367,8835,7879
22368,8418,7879
22369,8777,7880
22370,9310,7880
22371,9195,7881
22372,11014,7882
22373,8793,7882
22374,9804,7883
22375,9121,7884
22376,10552,7885
22377,9121,7886
22378,9890,7887
22379,11034,7888
22380,10509,7888
22381,8453,7888
22382,10099,7888
22383,9725,7889
22384,8853,7890
22385,8654,7891
22386,9554,7892
22387,10222,7892
22388,9155,7893
22389,9607,7894
22390,9607,7895
22391,8834,7895
22392,9804,7895
22393,9048,7895
22394,8391,7896
22395,9513,7897
22396,9166,7897
22397,10049,7897
22398,8367,7898
22399,10524,7899
22400,9522,7900
22401,8553,7900
22402,9923,7900
22403,9023,7900
22404,8793,7900
22405,9138,7901
22406,8916,7901
22407,10524,7901
22408,8407,7902
22409,9460,7902
22410,8778,7902
22411,8654,7902
22412,8831,7902
22413,8885,7903
22414,10214,7903
22415,9494,7903
22416,9940,7904
22417,8835,7905
22418,8418,7905
22419,9394,7906
22420,8629,7906
22421,8439,7906
22422,9986,7906
22423,10124,7906
22424,9814,7906
22425,9423,7906
22426,10397,7907
22427,10099,7908
22428,11025,7909
22429,9151,7910
22430,8978,7910
22431,10890,7910
22432,9784,7910
22433,9380,7911
22434,11027,7911
22435,9121,7911
22436,10277,7912
22437,10397,7912
22438,9860,7912
22439,9072,7912
22440,10060,7912
22441,8418,7912
22442,9804,7912
22443,9048,7912
22444,10928,7913
22445,10766,7913
22446,8784,7913
22447,9819,7914
22448,9819,7915
22449,8793,7916
22450,10082,7917
22451,9036,7918
22452,10240,7918
22453,10240,7918
22454,9784,7919
22455,10552,7920
22456,9118,7921
22457,9048,7922
22458,9466,7923
22459,8834,7923
22460,9804,7923
22461,9048,7923
22462,8952,7924
22463,10060,7925
22464,9209,7926
22465,9209,7927
22466,9524,7928
22467,10056,7929
22468,9355,7929
22469,10285,7929
22470,8439,7929
22471,9930,7929
22472,10214,7929
22473,9494,7929
22474,8373,7930
22475,10095,7930
22476,10803,7931
22477,8420,7931
22478,10997,7931
22479,9494,7931
22480,10049,7931
22481,10330,7932
22482,8538,7933
22483,8901,7933
22484,10330,7933
22485,10538,7934
22486,8453,7934
22487,10049,7934
22488,8654,7934
22489,9573,7935
22490,9650,7935
22491,9326,7935
22492,9907,7936
22493,9804,7936
22494,10288,7937
22495,9991,7938
22496,9360,7938
22497,9406,7939
22498,9299,7940
22499,9890,7940
22500,10982,7940
22501,10442,7940
22502,9121,7940
22503,9695,7940
22504,10099,7941
22505,8519,7941
22506,8519,7941
22507,10160,7942
22508,10330,7943
22509,9524,7944
22510,8974,7945
22511,8784,7946
22512,10499,7947
22513,9577,7947
22514,10687,7947
22515,8772,7947
22516,8381,7947
22517,9124,7947
22518,10083,7948
22519,8399,7948
22520,9663,7948
22521,9817,7949
22522,9423,7949
22523,9817,7949
22524,10060,7950
22525,10780,7951
22526,9865,7951
22527,10222,7951
22528,10699,7952
22529,10057,7952
22530,8373,7952
22531,9844,7952
22532,9023,7952
22533,9415,7952
22534,10442,7952
22535,9556,7952
22536,9784,7952
22537,9423,7952
22538,10022,7952
22539,10095,7952
22540,9817,7952
22541,10222,7952
22542,10524,7952
22543,8769,7953
22544,9865,7953
22545,8654,7953
22546,8912,7954
22547,9382,7954
22548,10128,7955
22549,11035,7956
22550,10875,7956
22551,9484,7957
22552,10288,7958
22553,9315,7959
22554,8884,7959
22555,10511,7959
22556,10029,7959
22557,10447,7960
22558,9121,7961
22559,9890,7962
22560,9121,7962
22561,9214,7963
22562,8578,7963
22563,8418,7963
22564,10524,7963
22565,8578,7964
22566,10222,7964
22567,10240,7965
22568,9550,7965
22569,9995,7966
22570,10904,7967
22571,9919,7968
22572,9023,7969
22573,9569,7969
22574,10214,7970
22575,8995,7971
22576,8869,7971
22577,9388,7971
22578,8675,7971
22579,8835,7971
22580,10124,7972
22581,9348,7973
22582,9201,7974
22583,9644,7974
22584,8831,7974
22585,9043,7974
22586,8835,7975
22587,9155,7976
22588,10524,7976
22589,10244,7977
22590,8912,7977
22591,10330,7978
22592,8356,7979
22593,9752,7979
22594,8538,7979
22595,8901,7979
22596,10904,7979
22597,10552,7979
22598,10330,7979
22599,9379,7980
22600,9549,7980
22601,8560,7981
22602,9121,7982
22603,9550,7983
22604,10060,7984
22605,8424,7985
22606,9041,7985
22607,9382,7985
22608,9379,7985
22609,8859,7986
22610,9371,7987
22611,8418,7987
22612,10822,7988
22613,8930,7989
22614,9361,7989
22615,10614,7989
22616,8952,7989
22617,9739,7989
22618,9704,7989
22619,8651,7989
22620,9207,7989
22621,9554,7989
22622,10060,7989
22623,8793,7989
22624,8793,7989
22625,8453,7990
22626,9784,7990
22627,10442,7990
22628,8468,7991
22629,8416,7991
22630,9194,7991
22631,10214,7991
22632,8986,7992
22633,8912,7992
22634,8973,7992
22635,10589,7993
22636,9414,7993
22637,10010,7993
22638,9626,7993
22639,10604,7994
22640,10071,7995
22641,9066,7996
22642,9800,7996
22643,9695,7997
22644,8482,7998
22645,10524,7999
22646,9072,7999
22647,8745,8000
22648,10493,8000
22649,9046,8000
22650,8793,8000
22651,9549,8001
22652,9264,8002
22653,10904,8002
22654,10330,8002
22655,10081,8003
22656,8684,8004
22657,8969,8004
22658,9721,8004
22659,9762,8004
22660,8826,8004
22661,8905,8004
22662,9969,8004
22663,9995,8004
22664,8768,8004
22665,8807,8004
22666,8887,8004
22667,8717,8004
22668,9264,8004
22669,9954,8004
22670,9086,8004
22671,10187,8004
22672,8756,8004
22673,8733,8004
22674,8543,8004
22675,9369,8004
22676,10106,8004
22677,9113,8004
22678,10235,8004
22679,8471,8004
22680,9890,8004
22681,8819,8004
22682,9556,8004
22683,8674,8004
22684,9971,8004
22685,8793,8004
22686,10884,8005
22687,9762,8005
22688,8826,8005
22689,9969,8005
22690,8807,8005
22691,8887,8005
22692,9484,8005
22693,10277,8006
22694,8890,8006
22695,8389,8006
22696,9728,8006
22697,8890,8007
22698,8890,8008
22699,9025,8009
22700,10539,8010
22701,9025,8010
22702,8687,8010
22703,8988,8011
22704,9138,8011
22705,9466,8012
22706,8668,8013
22707,8849,8013
22708,10233,8014
22709,8801,8015
22710,8747,8016
22711,8862,8017
22712,9817,8018
22713,10049,8018
22714,10153,8019
22715,10196,8019
22716,10153,8020
22717,10157,8021
22718,10997,8022
22719,9155,8022
22720,10524,8022
22721,8810,8023
22722,9055,8023
22723,8889,8023
22724,10699,8023
22725,10014,8023
22726,9768,8023
22727,8983,8023
22728,9499,8023
22729,9164,8023
22730,10420,8023
22731,8875,8023
22732,8831,8023
22733,9276,8023
22734,9382,8023
22735,10288,8023
22736,8784,8023
22737,4929,8023
22738,8654,8023
22739,8983,8024
22740,9455,8024
22741,10288,8024
22742,8399,8025
22743,9663,8025
22744,9757,8026
22745,9819,8027
22746,8793,8027
22747,10928,8028
22748,9696,8029
22749,10012,8029
22750,8883,8029
22751,10074,8029
22752,10074,8029
22753,10074,8029
22754,10074,8029
22755,10074,8029
22756,10074,8029
22757,10074,8029
22758,10074,8029
22759,9797,8030
22760,9343,8031
22761,8835,8032
22762,9008,8033
22763,10956,8034
22764,8407,8035
22765,8870,8036
22766,9361,8036
22767,8930,8036
22768,9499,8036
22769,9739,8036
22770,9783,8036
22771,9415,8036
22772,9207,8036
22773,11027,8036
22774,8952,8036
22775,8736,8036
22776,9554,8036
22777,8784,8036
22778,8835,8037
22779,9121,8038
22780,9596,8039
22781,9925,8039
22782,9457,8039
22783,9361,8039
22784,9415,8039
22785,8673,8039
22786,9043,8039
22787,9207,8039
22788,9072,8039
22789,9797,8040
22790,10060,8040
22791,9392,8041
22792,10442,8041
22793,10095,8041
22794,10243,8042
22795,9554,8042
22796,9554,8042
22797,9554,8042
22798,9554,8042
22799,9554,8042
22800,9554,8042
22801,9554,8042
22802,9554,8042
22803,8784,8042
22804,10204,8043
22805,10087,8043
22806,8974,8044
22807,10157,8045
22808,8830,8045
22809,10243,8045
22810,10209,8045
22811,9278,8046
22812,8675,8047
22813,8835,8047
22814,8519,8048
22815,8599,8049
22816,10708,8049
22817,8858,8050
22818,8448,8051
22819,9201,8052
22820,9382,8052
22821,9644,8052
22822,10017,8053
22823,9214,8054
22824,9128,8055
22825,10447,8056
22826,8983,8056
22827,8819,8056
22828,9233,8056
22829,10082,8056
22830,10552,8056
22831,10397,8056
22832,9223,8057
22833,11013,8057
22834,9276,8057
22835,10816,8058
22836,9205,8059
22837,8836,8059
22838,9621,8060
22839,8640,8061
22840,9838,8062
22841,9860,8062
22842,9864,8062
22843,8654,8062
22844,9838,8062
22845,9720,8063
22846,9838,8063
22847,9838,8063
22848,9388,8064
22849,9072,8064
22850,9466,8065
22851,8454,8065
22852,9991,8066
22853,8654,8066
22854,8402,8067
22855,9636,8067
22856,8778,8067
22857,8654,8067
22858,9315,8068
22859,9460,8068
22860,9864,8068
22861,8777,8069
22862,9899,8069
22863,10100,8069
22864,8823,8069
22865,8875,8069
22866,9045,8069
22867,8774,8069
22868,9455,8069
22869,9138,8069
22870,9310,8069
22871,10222,8069
22872,8916,8069
22873,9407,8069
22874,8793,8069
22875,9382,8069
22876,9272,8070
22877,8986,8070
22878,8912,8070
22879,8654,8070
22880,9331,8071
22881,9331,8072
22882,9647,8072
22883,9556,8072
22884,10397,8073
22885,9838,8074
22886,10240,8075
22887,10240,8075
22888,10240,8075
22889,10240,8075
22890,10240,8075
22891,10240,8075
22892,10240,8075
22893,10240,8075
22894,8427,8076
22895,9086,8076
22896,8877,8076
22897,8438,8076
22898,8831,8076
22899,10060,8076
22900,9784,8077
22901,10626,8078
22902,9797,8079
22903,9739,8080
22904,9178,8081
22905,10288,8082
22906,9182,8083
22907,9324,8084
22908,9636,8085
22909,10235,8086
22910,8498,8086
22911,10859,8086
22912,9695,8086
22913,10052,8087
22914,9828,8087
22915,10308,8088
22916,9164,8088
22917,9549,8088
22918,10888,8089
22919,9348,8089
22920,9728,8090
22921,9155,8091
22922,10524,8091
22923,9048,8091
22924,10061,8092
22925,9072,8092
22926,8736,8093
22927,10604,8094
22928,10552,8094
22929,9695,8094
22930,9601,8095
22931,10222,8095
22932,9233,8096
22933,9233,8097
22934,10082,8097
22935,9360,8097
22936,9072,8097
22937,10049,8097
22938,8640,8098
22939,9433,8099
22940,10156,8099
22941,8373,8099
22942,9637,8099
22943,8519,8099
22944,10222,8099
22945,10524,8099
22946,8973,8100
22947,9737,8101
22948,8620,8102
22949,8740,8102
22950,9665,8102
22951,9052,8102
22952,9360,8102
22953,9207,8103
22954,9072,8103
22955,8418,8104
22956,9797,8105
22957,10552,8105
22958,8406,8106
22959,9348,8106
22960,9494,8106
22961,8781,8106
22962,10524,8106
22963,8793,8107
22964,8413,8108
22965,9267,8109
22966,8670,8110
22967,8670,8111
22968,10022,8112
22969,8657,8113
22970,10499,8113
22971,8729,8113
22972,8742,8113
22973,9577,8113
22974,9862,8113
22975,9430,8113
22976,9827,8113
22977,8704,8113
22978,8858,8113
22979,10616,8113
22980,11021,8113
22981,8391,8113
22982,9003,8113
22983,8862,8113
22984,10011,8113
22985,8943,8113
22986,11014,8113
22987,8797,8113
22988,10052,8113
22989,9935,8113
22990,9326,8113
22991,9828,8113
22992,10022,8113
22993,10074,8113
22994,10330,8113
22995,10819,8114
22996,10819,8114
22997,9819,8114
22998,8793,8114
22999,8793,8114
23000,9700,8115
23001,8747,8115
23002,9036,8116
23003,9392,8117
23004,10087,8118
23005,8629,8118
23006,9930,8118
23007,10285,8118
23008,9955,8118
23009,10982,8118
23010,10214,8118
23011,9195,8118
23012,9494,8118
23013,8781,8118
23014,9195,8119
23015,10493,8120
23016,10744,8121
23017,8525,8122
23018,8362,8122
23019,9698,8123
23020,10128,8123
23021,8736,8123
23022,10898,8124
23023,10057,8124
23024,9906,8124
23025,10890,8124
23026,9814,8124
23027,10022,8124
23028,10524,8124
23029,10420,8125
23030,10222,8126
23031,9382,8127
23032,8831,8128
23033,10222,8129
23034,8654,8130
23035,10524,8131
23036,9121,8132
23037,10890,8133
23038,10222,8133
23039,9784,8133
23040,9499,8133
23041,9530,8134
23042,9646,8134
23043,10049,8134
23044,9525,8134
23045,9008,8135
23046,10524,8135
23047,9864,8136
23048,8498,8137
23049,9046,8138
23050,9971,8139
23051,9072,8140
23052,9695,8141
23053,9418,8142
23054,9768,8142
23055,8930,8142
23056,10061,8142
23057,9739,8142
23058,9415,8142
23059,9207,8142
23060,8736,8142
23061,9554,8142
23062,9072,8142
23063,8835,8142
23064,8784,8142
23065,10060,8142
23066,8418,8142
23067,9603,8143
23068,11027,8143
23069,10124,8143
23070,8830,8144
23071,8654,8144
23072,9046,8145
23073,10330,8145
23074,9767,8146
23075,10975,8146
23076,9494,8146
23077,10330,8147
23078,10330,8147
23079,10330,8147
23080,10330,8147
23081,10330,8147
23082,10330,8147
23083,10330,8147
23084,10330,8147
23085,10330,8147
23086,10063,8148
23087,9460,8148
23088,10205,8149
23089,8629,8150
23090,9986,8150
23091,9233,8150
23092,9870,8151
23093,8831,8152
23094,10824,8153
23095,8905,8154
23096,8415,8154
23097,8885,8154
23098,8793,8154
23099,9337,8155
23100,10061,8155
23101,10635,8155
23102,11027,8156
23103,8835,8157
23104,8418,8157
23105,8883,8158
23106,9124,8158
23107,10330,8159
23108,9804,8160
23109,9048,8160
23110,8778,8161
23111,9121,8161
23112,10552,8161
23113,9121,8161
23114,9051,8162
23115,9650,8162
23116,8939,8162
23117,8858,8162
23118,9827,8162
23119,11021,8162
23120,8862,8162
23121,8391,8162
23122,9003,8162
23123,9430,8162
23124,10052,8162
23125,9326,8162
23126,9326,8162
23127,9326,8162
23128,9326,8162
23129,9326,8162
23130,9326,8162
23131,9326,8162
23132,9326,8162
23133,10685,8163
23134,8362,8164
23135,10388,8165
23136,9695,8165
23137,9093,8166
23138,8981,8167
23139,9633,8167
23140,10801,8167
23141,8713,8167
23142,9380,8167
23143,10846,8167
23144,8841,8167
23145,8538,8167
23146,9581,8167
23147,8724,8167
23148,9324,8167
23149,9369,8167
23150,9294,8167
23151,8901,8167
23152,8674,8167
23153,9195,8167
23154,10904,8167
23155,10330,8167
23156,10010,8168
23157,10708,8169
23158,11013,8170
23159,9121,8171
23160,10552,8171
23161,10140,8172
23162,10100,8173
23163,10330,8173
23164,8578,8174
23165,9550,8174
23166,8472,8175
23167,9258,8175
23168,8587,8175
23169,10954,8175
23170,10174,8175
23171,9044,8175
23172,10615,8175
23173,10796,8175
23174,10236,8175
23175,10152,8175
23176,9112,8175
23177,9314,8175
23178,10920,8175
23179,10139,8175
23180,9125,8175
23181,10124,8175
23182,9784,8175
